Tarih,TP_DK_USD_S_YTL,TP_DK_USD_A_YTL,TP_DK_EUR_S_YTL,TP_DK_EUR_A_YTL,TP_DK_GBP_S_YTL,TP_DK_GBP_A_YTL,TP_DK_CHF_S_YTL,TP_DK_CHF_A_YTL,TP_DK_JPY_S_YTL,TP_DK_JPY_A_YTL
2023-08-08,27.0137,26.9651,29.6567,29.6034,34.4513,34.2726,30.9096,30.7124,19.0356,18.9104
2023-08-09,27.0306,26.982,29.6557,29.6024,34.4853,34.3064,30.9563,30.7588,18.9351,18.8106
2023-08-10,27.0378,26.9892,29.6812,29.6279,34.5327,34.3536,30.9561,30.7586,18.9152,18.7908
2023-08-11,27.0464,26.9978,29.79,29.7365,34.5554,34.3762,31.0202,30.8223,18.848,18.724
2023-08-14,27.0546,27.0059,29.7379,29.6845,34.4459,34.2672,30.9425,30.7451,18.7537,18.6304
2023-08-15,27.0656,27.017,29.622,29.5687,34.4137,34.2352,30.9358,30.7384,18.7186,18.5954
2023-08-16,27.0707,27.022,29.5885,29.5353,34.4655,34.2868,30.9589,30.7614,18.6328,18.5103
2023-08-17,27.0741,27.0254,29.5692,29.516,34.5629,34.3837,30.8838,30.6868,18.6486,18.5259
2023-08-18,27.1169,27.0681,29.5081,29.455,34.5967,34.4173,30.92,30.7227,18.6003,18.478
2023-08-21,27.1094,27.0606,29.4622,29.4092,34.5295,34.3504,30.8684,30.6715,18.6831,18.5602
2023-08-22,27.1763,27.1275,29.605,29.5518,34.6724,34.4926,30.957,30.7595,18.6989,18.5759
2023-08-23,27.2165,27.1676,29.6808,29.6274,34.843,34.6622,31.0861,30.8878,18.722,18.5988
2023-08-24,27.2226,27.1737,29.4592,29.4062,34.5649,34.3856,30.983,30.7853,18.7594,18.636
2023-08-25,27.1425,27.0937,29.4586,29.4057,34.4935,34.3146,30.9202,30.7229,18.716,18.5928
2023-08-28,26.4536,26.406,28.5412,28.4899,33.3645,33.1915,29.9336,29.7426,18.159,18.0396
2023-08-29,26.5749,26.5271,28.7228,28.6712,33.4991,33.3254,30.1377,29.9455,18.1816,18.062
2023-08-31,26.6242,26.5763,28.7825,28.7308,33.617,33.4427,30.168,29.9756,18.1993,18.0796
2023-09-01,26.7138,26.6658,29.0706,29.0184,33.9648,33.7886,30.3953,30.2014,18.3504,18.2297
2023-09-04,26.7264,26.6783,28.9899,28.9377,33.9283,33.7523,30.3507,30.1571,18.423,18.3018
2023-09-05,26.7831,26.735,28.918,28.866,33.8779,33.7021,30.3627,30.169,18.3434,18.2227
2023-09-06,26.8087,26.7605,28.816,28.7642,33.72,33.5451,30.2591,30.066,18.2679,18.1477
2023-09-07,26.8183,26.7701,28.7886,28.7368,33.7375,33.5625,30.2065,30.0137,18.2418,18.1218
2023-09-08,26.8531,26.8048,28.7635,28.7117,33.5415,33.3676,30.1701,29.9777,18.2572,18.1371
2023-09-11,26.857,26.8087,28.7551,28.7034,33.5879,33.4137,30.205,30.0123,18.2689,18.1487
2023-09-12,26.8897,26.8414,28.8489,28.797,33.726,33.5511,30.2393,30.0464,18.3998,18.2788
2023-09-13,26.9066,26.8582,28.8429,28.7911,33.6346,33.4602,30.2486,30.0556,18.3664,18.2456
2023-09-14,26.9509,26.9024,28.9372,28.8851,33.661,33.4864,30.2633,30.0703,18.3375,18.2168
2023-09-15,26.9554,26.9069,28.9337,28.8817,33.6975,33.5227,30.2475,30.0546,18.3451,18.2244
2023-09-18,26.9785,26.93,28.7616,28.7098,33.5793,33.4052,30.1909,29.9983,18.2987,18.1783
2023-09-19,27.03,26.9814,28.8273,28.7754,33.5455,33.3715,30.2258,30.0329,18.3507,18.23
2023-09-20,27.0424,26.9938,28.916,28.864,33.5618,33.3877,30.238,30.045,18.3519,18.2311
2023-09-21,27.0396,26.991,28.9196,28.8676,33.492,33.3183,30.2045,30.0118,18.3156,18.1951
2023-09-22,27.0507,27.002,28.809,28.7571,33.3288,33.156,29.9628,29.7716,18.3091,18.1887
2023-09-25,27.1528,27.1039,28.9003,28.8483,33.3388,33.1659,30.0341,29.8425,18.3551,18.2344
2023-09-26,27.224,27.1751,28.9548,28.9027,33.3572,33.1842,29.9979,29.8065,18.3698,18.249
2023-09-27,27.2598,27.2108,28.8702,28.8183,33.2575,33.085,29.9255,29.7346,18.3471,18.2264
2023-09-28,27.3131,27.264,28.8372,28.7853,33.234,33.0617,29.8486,29.6581,18.3597,18.2389
2023-09-29,27.4245,27.3752,28.8602,28.8083,33.4486,33.2751,29.9103,29.7195,18.4094,18.2883
2023-10-02,27.426,27.3767,29.0828,29.0305,33.6562,33.4816,30.1762,29.9837,18.4481,18.3267
2023-10-03,27.4537,27.4044,28.9802,28.928,33.489,33.3153,30.14,29.9477,18.3799,18.259
2023-10-04,27.5013,27.4518,28.8193,28.7674,33.2685,33.096,29.9223,29.7314,18.3968,18.2758
2023-10-05,27.5812,27.5316,28.9285,28.8765,33.4414,33.2679,30.0696,29.8778,18.5509,18.4288
2023-10-06,27.5759,27.5264,28.9867,28.9346,33.5189,33.345,30.1564,29.964,18.5613,18.4392
2023-10-09,27.6076,27.558,29.1293,29.0769,33.7392,33.5642,30.3192,30.1258,18.5747,18.4525
2023-10-10,27.7058,27.6559,29.1795,29.127,33.7923,33.617,30.491,30.2965,18.6201,18.4976
2023-10-11,27.729,27.6791,29.3497,29.297,34.0204,33.8439,30.6966,30.5008,18.6637,18.5409
2023-10-12,27.7393,27.6894,29.4173,29.3644,34.1356,33.9586,30.7763,30.58,18.6915,18.5686
2023-10-13,27.7576,27.7077,29.4874,29.4343,34.2098,34.0324,30.9052,30.708,18.6581,18.5353
2023-10-16,27.7939,27.7439,29.2832,29.2306,33.9467,33.7706,30.7024,30.5065,18.6151,18.4926
2023-10-17,27.8865,27.8364,29.3789,29.3261,33.9776,33.8014,30.9613,30.7638,18.6929,18.5699
2023-10-18,27.9221,27.8719,29.4587,29.4057,34.0335,33.857,31.0449,30.8469,18.7084,18.5853
2023-10-19,28.0163,27.9659,29.6163,29.563,34.2143,34.0369,31.2387,31.0394,18.7566,18.6332
2023-10-20,28.0153,27.9649,29.5414,29.4883,34.0066,33.8302,31.2502,31.0509,18.7437,18.6204
2023-10-23,28.0218,27.9714,29.655,29.6017,34.0229,33.8465,31.4986,31.2976,18.7314,18.6082
2023-10-24,28.0608,28.0103,29.7364,29.683,34.1812,34.004,31.504,31.3031,18.7592,18.6358
2023-10-25,28.1042,28.0536,29.9284,29.8745,34.4779,34.2991,31.5781,31.3767,18.8302,18.7063
2023-10-26,28.1313,28.0807,29.7633,29.7098,34.1922,34.0149,31.4971,31.2961,18.8095,18.6858
2023-10-27,28.1532,28.1026,29.6786,29.6253,34.0748,33.8981,31.4003,31.2,18.7646,18.6412
2023-10-30,28.1765,28.1258,29.7431,29.6896,34.2166,34.0392,31.362,31.162,18.817,18.6933
2023-10-31,28.2552,28.2043,29.8681,29.8143,34.2996,34.1217,31.3472,31.1472,18.9309,18.8064
2023-11-01,28.2874,28.2366,30.1094,30.0552,34.497,34.3181,31.4349,31.2343,18.8408,18.7169
2023-11-02,28.3315,28.2806,29.9077,29.8539,34.4558,34.277,31.2294,31.0302,18.7757,18.6522
2023-11-03,28.3573,28.3063,30.1044,30.0503,34.6017,34.4222,31.4368,31.2362,18.9036,18.7792
2023-11-06,28.399,28.3479,30.2097,30.1554,34.7355,34.5554,31.4398,31.2392,18.9408,18.8162
2023-11-07,28.4395,28.3884,30.558,30.5031,35.3313,35.1481,31.7845,31.5817,19.0534,18.9281
2023-11-08,28.4865,28.4353,30.4521,30.3973,35.1219,34.9398,31.7141,31.5118,18.9859,18.861
2023-11-09,28.528,28.4767,30.4513,30.3965,35.044,34.8623,31.7192,31.5169,18.9726,18.8478
2023-11-10,28.5272,28.4759,30.5179,30.463,35.1016,34.9195,31.7659,31.5632,18.9362,18.8117
2023-11-13,28.537,28.4857,30.4594,30.4047,34.9345,34.7533,31.6891,31.4869,18.8921,18.7678
2023-11-14,28.5934,28.542,30.5709,30.5159,35.068,34.8862,31.7635,31.5608,18.8874,18.7632
2023-11-15,28.6341,28.5826,30.6669,30.6117,35.2442,35.0614,31.8248,31.6218,18.9205,18.7961
2023-11-16,28.6679,28.6163,31.1486,31.0926,35.8103,35.6245,32.3463,32.1399,19.0943,18.9687
2023-11-17,28.7045,28.6529,31.137,31.081,35.6478,35.4629,32.3776,32.1711,19.0187,18.8936
2023-11-20,28.7109,28.6592,31.1647,31.1086,35.6861,35.5011,32.4124,32.2057,19.2019,19.0756
2023-11-21,28.7568,28.7051,31.4115,31.355,35.9523,35.7658,32.6106,32.4025,19.4009,19.2733
2023-11-22,28.7992,28.7474,31.5292,31.4725,36.1482,35.9607,32.6544,32.4461,19.5554,19.4267
2023-11-23,28.8136,28.7618,31.4087,31.3523,36.1508,35.9633,32.6568,32.4485,19.3844,19.2568
2023-11-24,28.8304,28.7786,31.4722,31.4156,36.2013,36.0135,32.732,32.5232,19.3729,19.2455
2023-11-27,28.8607,28.8088,31.4878,31.4311,36.287,36.0988,32.7315,32.5227,19.349,19.2217
2023-11-28,28.9104,28.8584,31.6564,31.5995,36.5411,36.3516,32.902,32.6921,19.4397,19.3118
2023-11-29,28.9289,28.8768,31.6708,31.6139,36.585,36.3952,32.9184,32.7084,19.5204,19.392
2023-11-30,28.9116,28.8596,31.7608,31.7037,36.7617,36.571,33.0469,32.8361,19.6531,19.5238
2023-12-01,28.8728,28.8209,31.5722,31.5154,36.6331,36.4431,33.1014,32.8902,19.6458,19.5166
2023-12-04,28.9073,28.8553,31.5003,31.4437,36.6248,36.4348,33.1362,32.9248,19.5718,19.443
2023-12-05,28.9035,28.8515,31.408,31.3515,36.6914,36.5011,33.184,32.9723,19.749,19.6191
2023-12-06,28.9225,28.8705,31.3125,31.2561,36.5815,36.3918,33.1884,32.9767,19.7239,19.5942
2023-12-07,28.9313,28.8793,31.2108,31.1547,36.5095,36.3202,33.1517,32.9402,19.6955,19.566
2023-12-08,28.926,28.874,31.1663,31.1103,36.4374,36.2485,33.1649,32.9533,19.9471,19.8158
2023-12-11,28.9495,28.8974,31.2129,31.1567,36.4564,36.2673,33.1536,32.9421,20.1185,19.9861
2023-12-12,28.9917,28.9396,31.2118,31.1556,36.4672,36.2781,33.0327,32.822,19.89,19.7591
2023-12-13,29.0295,28.9773,31.3192,31.2629,36.5441,36.3546,33.1966,32.9848,20.0161,19.8845
2023-12-14,29.0579,29.0056,31.337,31.2806,36.4699,36.2808,33.2483,33.0362,19.9807,19.8493
2023-12-15,29.0328,28.9805,31.6607,31.6038,36.7842,36.5934,33.447,33.2336,20.5444,20.4093
2023-12-18,29.0369,28.9847,31.859,31.8017,37.1363,36.9437,33.5798,33.3656,20.5245,20.3895
2023-12-19,29.0576,29.0053,31.7214,31.6644,36.8942,36.7029,33.5334,33.3195,20.4392,20.3048
2023-12-20,29.0822,29.0299,31.8033,31.7461,36.9534,36.7618,33.651,33.4363,20.1834,20.0507
2023-12-21,29.1201,29.0677,31.9071,31.8497,36.9588,36.7671,33.8658,33.6498,20.3451,20.2112
2023-12-22,29.1422,29.0897,31.9153,31.8579,36.8953,36.704,33.8948,33.6786,20.4159,20.2816
2023-12-25,29.1869,29.1344,32.1304,32.0726,37.1418,36.9491,34.1942,33.976,20.5771,20.4417
2023-12-26,29.2634,29.2108,32.2346,32.1766,37.2267,37.0336,34.2481,34.0296,20.5991,20.4635
2023-12-27,29.3174,29.2647,32.3002,32.2421,37.2829,37.0895,34.2966,34.0778,20.6417,20.5059
2023-12-28,29.3903,29.3374,32.477,32.4186,37.46,37.2657,34.5236,34.3033,20.6533,20.5175
2023-12-29,29.4502,29.3973,32.7526,32.6937,37.7677,37.5718,35.2281,35.0033,20.9596,20.8217
2024-01-02,29.4913,29.4382,32.6326,32.5739,37.6369,37.4417,35.1911,34.9666,20.8841,20.7467
2024-01-03,29.7209,29.6675,32.726,32.6671,37.8539,37.6575,35.1852,34.9607,21.0382,20.8998
2024-01-04,29.793,29.7394,32.6017,32.5431,37.7081,37.5126,35.062,34.8384,20.9497,20.8118
2024-01-05,29.7988,29.7452,32.6277,32.569,37.9048,37.7082,35.1587,34.9344,20.7704,20.6338
2024-01-08,29.825,29.7714,32.5572,32.4987,37.8341,37.6378,35.0692,34.8455,20.5929,20.4574
2024-01-09,29.8879,29.8342,32.6989,32.6401,38.0288,37.8316,35.2127,34.988,20.7489,20.6124
2024-01-10,29.9361,29.8823,32.7638,32.7049,38.1789,37.9809,35.3182,35.0929,20.8328,20.6957
2024-01-11,29.9675,29.9136,32.7829,32.724,38.1621,37.9642,35.2308,35.0061,20.7196,20.5833
2024-01-12,30.0121,29.9581,32.9393,32.88,38.3562,38.1573,35.3683,35.1427,20.6834,20.5474
2024-01-15,30.0704,30.0163,32.9717,32.9124,38.4194,38.2202,35.337,35.1115,20.7679,20.6313
2024-01-16,30.099,30.0449,32.9629,32.9036,38.405,38.2058,35.3412,35.1158,20.7319,20.5955
2024-01-17,30.1011,30.047,32.81,32.751,38.1607,37.9628,35.0766,34.8529,20.6076,20.472
2024-01-18,30.1263,30.0721,32.75,32.6911,38.2107,38.0125,34.9991,34.7759,20.4369,20.3024
2024-01-19,30.1389,30.0847,32.8208,32.7618,38.308,38.1093,34.9312,34.7083,20.4369,20.3025
2024-01-22,30.1761,30.1219,32.8362,32.7771,38.3427,38.1438,34.8173,34.5952,20.4183,20.284
2024-01-23,30.235,30.1806,32.9403,32.881,38.4833,38.2837,34.8976,34.6749,20.469,20.3344
2024-01-24,30.273,30.2185,32.968,32.9087,38.5966,38.3964,34.9672,34.7442,20.5586,20.4234
2024-01-25,30.269,30.2145,32.943,32.8837,38.5963,38.3961,35.0147,34.7913,20.5529,20.4177
2024-01-26,30.273,30.2185,32.9759,32.9166,38.6027,38.4025,35.1282,34.9041,20.5545,20.4192
2024-01-29,30.2888,30.2343,32.8494,32.7904,38.5687,38.3687,35.0775,34.8537,20.5473,20.4122
2024-01-30,30.3394,30.2849,32.8604,32.8013,38.6094,38.4092,35.2618,35.0368,20.5712,20.4359
2024-01-31,30.3599,30.3053,32.8735,32.8144,38.5808,38.3807,35.2856,35.0605,20.6531,20.5173
2024-02-01,30.3497,30.2952,32.8475,32.7884,38.5397,38.3398,35.2363,35.0115,20.5924,20.4569
2024-02-02,30.3609,30.3063,32.7807,32.7217,38.4723,38.2728,35.2499,35.0251,20.7314,20.595
2024-02-05,30.4282,30.3735,33.1132,33.0537,38.8735,38.6719,35.6009,35.3738,20.8036,20.6667
2024-02-06,30.532,30.477,32.8643,32.8052,38.544,38.3441,35.2143,34.9897,20.6169,20.4813
2024-02-07,30.5626,30.5077,32.8281,32.7691,38.4197,38.2205,35.153,34.9287,20.6124,20.4768
2024-02-08,30.5899,30.5349,32.9364,32.8771,38.6845,38.4839,35.1944,34.9699,20.7169,20.5806
2024-02-09,30.5907,30.5357,32.9664,32.9071,38.6826,38.4819,35.1054,34.8814,20.597,20.4615
2024-02-12,30.6556,30.6005,33.0227,32.9634,38.7398,38.5389,35.1065,34.8825,20.5684,20.4331
2024-02-13,30.687,30.6318,33.0839,33.0244,38.8132,38.6119,35.1638,34.9395,20.6292,20.4935
2024-02-14,30.7242,30.669,33.0936,33.034,38.9342,38.7323,35.0153,34.7919,20.5965,20.461
2024-02-15,30.7387,30.6835,32.9102,32.851,38.6765,38.4759,34.7295,34.5079,20.4668,20.3322
2024-02-16,30.7521,30.6968,33.0067,32.9473,38.6745,38.4739,34.8867,34.6642,20.5396,20.4045
2024-02-19,30.7774,30.7221,33.1401,33.0805,38.8076,38.6064,35.0106,34.7873,20.5355,20.4004
2024-02-20,30.8595,30.804,33.2634,33.2036,39.002,38.7998,35.1043,34.8803,20.626,20.4903
2024-02-21,30.8944,30.8388,33.3239,33.264,38.9773,38.7751,35.0985,34.8746,20.606,20.4705
2024-02-22,30.9652,30.9096,33.4533,33.3931,39.1396,38.9366,35.2366,35.0118,20.6806,20.5445
2024-02-23,31.014,30.9582,33.6657,33.6051,39.3814,39.1771,35.4514,35.2252,20.7003,20.5641
2024-02-26,31.0605,31.0047,33.6225,33.562,39.4164,39.2119,35.3437,35.1182,20.6671,20.5311
2024-02-27,31.1,31.0441,33.706,33.6453,39.4948,39.29,35.4138,35.1878,20.7042,20.568
2024-02-28,31.1297,31.0737,33.7892,33.7284,39.561,39.3558,35.4737,35.2474,20.7597,20.6232
2024-02-29,31.1761,31.1201,33.7149,33.6543,39.4934,39.2885,35.4826,35.2563,20.7356,20.5991
2024-03-01,31.2159,31.1597,33.8294,33.7686,39.5851,39.3798,35.5922,35.3651,20.8846,20.7472
2024-03-04,31.2955,31.2392,33.8406,33.7797,39.6006,39.3952,35.4204,35.1944,20.8467,20.7096
2024-03-05,31.4635,31.4069,34.1405,34.0791,39.9453,39.7381,35.7299,35.5019,20.9765,20.8385
2024-03-06,31.6025,31.5457,34.2845,34.2228,40.1392,39.9311,35.7551,35.527,21.0578,20.9193
2024-03-07,31.7182,31.6612,34.4806,34.4186,40.4125,40.2029,35.9401,35.7108,21.2377,21.098
2024-03-08,31.8341,31.7768,34.692,34.6296,40.6465,40.4357,36.226,35.9949,21.5664,21.4246
2024-03-11,31.9192,31.8618,34.9106,34.8478,40.9942,40.7816,36.491,36.2582,21.6942,21.5515
2024-03-12,31.9953,31.9378,35.0072,34.9442,41.1721,40.9585,36.5857,36.3523,21.8589,21.7151
2024-03-13,32.0432,31.9856,35.0305,34.9675,41.0708,40.8578,36.6418,36.4081,21.7945,21.6512
2024-03-14,32.0967,32.039,35.0814,35.0183,41.1262,40.9129,36.6336,36.3999,21.7588,21.6157
2024-03-15,32.1207,32.0629,35.1371,35.0739,41.2066,40.9929,36.603,36.3695,21.7834,21.6401
2024-03-18,32.1793,32.1214,35.0363,34.9733,41.0835,40.8704,36.4973,36.2644,21.7053,21.5625
2024-03-19,32.3029,32.2448,35.1988,35.1355,41.2208,41.007,36.6433,36.4095,21.7109,21.5681
2024-03-20,32.3372,32.2791,35.0867,35.0236,41.1078,40.8946,36.4796,36.2469,21.5482,21.4064
2024-03-21,32.3876,32.3294,35.1452,35.082,41.2087,40.9949,36.4599,36.2273,21.4179,21.277
2024-03-22,32.3688,32.3105,35.337,35.2734,41.4105,41.1957,36.4114,36.1791,21.4701,21.3289
2024-03-25,32.0251,31.9675,34.6498,34.5875,40.4124,40.2028,35.6593,35.4318,21.1908,21.0514
2024-03-26,32.117,32.0592,34.7444,34.6819,40.5874,40.3768,35.8475,35.6189,21.2737,21.1337
2024-03-27,32.1583,32.1005,34.8963,34.8336,40.7603,40.5489,35.7741,35.5459,21.3047,21.1645
2024-03-28,32.2229,32.165,34.8912,34.8285,40.7484,40.537,35.6698,35.4423,21.3205,21.1802
2024-03-29,32.3177,32.2596,34.8816,34.8189,40.8286,40.6169,35.7613,35.5332,21.3962,21.2554
2024-04-01,32.3436,32.2854,34.865,34.8023,40.8786,40.6665,35.9563,35.7269,21.4207,21.2798
2024-04-02,32.4151,32.3568,34.9621,34.8992,40.9757,40.7631,36.0401,35.8102,21.4663,21.3251
2024-04-03,32.1881,32.1302,34.5703,34.5081,40.5064,40.2963,35.53,35.3033,21.2727,21.1327
2024-04-04,31.9968,31.9392,34.4717,34.4097,40.3024,40.0934,35.2957,35.0706,21.1396,21.0005
2024-04-05,31.897,31.8396,34.6252,34.5629,40.4488,40.239,35.2691,35.0441,21.0744,20.9358
2024-04-08,31.9784,31.9209,34.6515,34.5892,40.4608,40.2509,35.489,35.2626,21.1783,21.0389
2024-04-09,32.0636,32.006,34.7215,34.659,40.5553,40.3449,35.4968,35.2704,21.1637,21.0244
2024-04-15,32.0636,32.006,34.7215,34.659,40.5553,40.3449,35.4968,35.2704,21.1637,21.0244
2024-04-16,32.3854,32.3271,34.5096,34.4475,40.4875,40.2775,35.5529,35.3261,21.0939,20.9552
2024-04-17,32.4632,32.4049,34.4887,34.4266,40.4648,40.2549,35.6419,35.4146,21.057,20.9184
2024-04-18,32.5211,32.4626,34.5888,34.5266,40.5998,40.3893,35.7887,35.5604,21.0876,20.9489
2024-04-19,32.5136,32.4551,34.7183,34.6559,40.6256,40.4148,35.8534,35.6246,21.1131,20.9742
2024-04-22,32.5682,32.5096,34.6878,34.6254,40.5888,40.3782,35.9277,35.6985,21.1321,20.9931
2024-04-24,32.5586,32.5,34.683,34.6207,40.2773,40.0684,35.8137,35.5852,21.0936,20.9548
2024-04-25,32.5327,32.4742,34.771,34.7084,40.518,40.3078,35.67,35.4425,21.0496,20.9111
2024-04-26,32.5332,32.4747,34.8859,34.8231,40.7689,40.5575,35.7142,35.4863,20.9561,20.8182
2024-04-29,32.5111,32.4527,34.8882,34.8255,40.7538,40.5424,35.7281,35.5002,20.8029,20.666
2024-04-30,32.3971,32.3389,34.7111,34.6487,40.6552,40.4444,35.6094,35.3822,20.8093,20.6724
2024-05-02,32.3673,32.3091,34.6854,34.623,40.6584,40.4475,35.5639,35.337,20.677,20.541
2024-05-03,32.3781,32.3199,34.6697,34.6073,40.6044,40.3938,35.5852,35.3582,20.9118,20.7742
2024-05-06,32.3053,32.2472,34.6959,34.6335,40.6257,40.415,35.6756,35.448,21.1385,20.9994
2024-05-07,32.2822,32.2242,34.7618,34.6993,40.6571,40.4463,35.7372,35.5092,21.0451,20.9067
2024-05-08,32.2653,32.2073,34.7333,34.6708,40.5342,40.324,35.6419,35.4146,20.9464,20.8086
2024-05-09,32.265,32.207,34.6698,34.6075,40.3505,40.1412,35.5848,35.3578,20.8144,20.6774
2024-05-10,32.235,32.177,34.5957,34.5334,40.2946,40.0856,35.5344,35.3077,20.7318,20.5954
2024-05-13,32.2113,32.1534,34.7224,34.66,40.4349,40.2252,35.6091,35.382,20.7357,20.5993
2024-05-14,32.2075,32.1496,34.7216,34.6591,40.4291,40.2194,35.6033,35.3762,20.7119,20.5757
2024-05-15,32.2526,32.1946,34.8014,34.7388,40.5409,40.3307,35.6119,35.3847,20.6663,20.5303
2024-05-16,32.2877,32.2296,34.9614,34.8985,40.7764,40.5649,35.7481,35.52,20.7628,20.6262
2024-05-17,32.2152,32.1573,35.0252,34.9622,40.8887,40.6766,35.8017,35.5733,20.8851,20.7477
2024-05-20,32.252,32.194,34.9894,34.9265,40.8834,40.6714,35.5806,35.3536,20.7488,20.6123
2024-05-21,32.2139,32.156,35.0195,34.9565,40.9817,40.7691,35.5099,35.2833,20.736,20.5996
2024-05-22,32.2135,32.1556,35.0067,34.9438,41.0312,40.8184,35.4906,35.2642,20.6703,20.5343
2024-05-23,32.1788,32.1209,34.9022,34.8394,41.0407,40.8279,35.3084,35.0832,20.6172,20.4816
2024-05-24,32.2,32.1421,34.904,34.8413,41.0501,40.8371,35.3085,35.0832,20.5996,20.4641
2024-05-27,32.2031,32.1452,34.8717,34.8089,40.9929,40.7803,35.2784,35.0533,20.5574,20.4222
2024-05-28,32.189,32.1311,34.9449,34.882,41.1058,40.8926,35.2832,35.0581,20.5665,20.4312
2024-05-29,32.1782,32.1203,35.0013,34.9383,41.1777,40.9641,35.3926,35.1668,20.5609,20.4257
2024-05-30,32.2454,32.1874,34.9809,34.918,41.2021,40.9884,35.4151,35.1891,20.5652,20.4299
2024-05-31,32.307,32.2489,34.9282,34.8654,41.1225,40.9092,35.6572,35.4298,20.643,20.5072
2024-06-03,32.1918,32.1339,34.891,34.8283,41.0021,40.7895,35.6347,35.4074,20.5286,20.3936
2024-06-04,32.2114,32.1534,34.9235,34.8607,41.0333,40.8205,35.7888,35.5605,20.5628,20.4275
2024-06-05,32.3269,32.2687,35.1652,35.1019,41.3672,41.1526,36.2267,35.9956,20.8702,20.7329
2024-06-06,32.5131,32.4547,35.3504,35.2869,41.6034,41.3876,36.5171,36.2841,20.8797,20.7423
2024-06-07,32.2354,32.1775,35.0628,34.9997,41.2852,41.071,36.2339,36.0028,20.6974,20.5612
2024-06-10,32.2503,32.1923,35.1273,35.0641,41.3395,41.1251,36.3414,36.1095,20.7939,20.6572
2024-06-11,32.4282,32.3699,34.8649,34.8022,41.2811,41.067,36.238,36.0068,20.7117,20.5754
2024-06-12,32.3709,32.3127,34.7971,34.7345,41.2792,41.0651,36.1786,35.9478,20.6394,20.5036
2024-06-13,32.3655,32.3073,34.7975,34.7349,41.349,41.1346,36.1853,35.9545,20.6237,20.488
2024-06-14,32.2894,32.2313,34.8734,34.8106,41.3394,41.125,36.1292,35.8987,20.5881,20.4526
2024-06-20,32.5164,32.4579,34.7944,34.7319,41.4221,41.2073,36.485,36.2522,20.7115,20.5752
2024-06-21,32.6298,32.5711,34.9919,34.929,41.5121,41.2968,36.791,36.5563,20.6529,20.517
2024-06-24,32.84,32.781,35.1096,35.0464,41.6025,41.3867,36.9032,36.6678,20.7169,20.5806
2024-06-25,32.8669,32.8078,35.2336,35.1702,41.6801,41.464,36.8748,36.6395,20.639,20.5032
2024-06-26,32.9608,32.9015,35.3505,35.2869,41.8994,41.6821,36.9812,36.7453,20.7194,20.5831
2024-06-27,32.9633,32.904,35.2435,35.1801,41.823,41.6061,36.8338,36.5988,20.6452,20.5094
2024-06-28,32.9009,32.8417,35.1845,35.1212,41.6645,41.4484,36.7484,36.514,20.5477,20.4126
2024-07-01,32.8853,32.8262,35.1917,35.1284,41.6525,41.4365,36.6473,36.4135,20.5048,20.3699
2024-07-02,32.6795,32.6207,35.1571,35.0939,41.4886,41.2734,36.3761,36.1441,20.3416,20.2078
2024-07-03,32.6878,32.629,35.0389,34.9759,41.3739,41.1593,36.2422,36.011,20.2711,20.1377
2024-07-04,32.5514,32.4929,35.0129,34.9499,41.3997,41.1849,36.1069,35.8766,20.1589,20.0263
2024-07-05,32.5597,32.5011,35.1566,35.0933,41.5947,41.379,36.2163,35.9852,20.2463,20.1131
2024-07-08,32.6889,32.6301,35.3841,35.3205,41.8534,41.6363,36.4649,36.2323,20.3813,20.2472
2024-07-09,32.6989,32.6401,35.4241,35.3604,41.983,41.7652,36.601,36.3675,20.3626,20.2286
2024-07-10,32.7952,32.7362,35.488,35.4241,42.068,41.8499,36.5971,36.3636,20.4187,20.2844
2024-07-11,32.9441,32.8849,35.6453,35.5812,42.2459,42.0268,36.7855,36.5508,20.448,20.3135
2024-07-12,32.9065,32.8473,35.6871,35.6229,42.4295,42.2094,36.7039,36.4697,20.4128,20.2785
2024-07-16,32.9662,32.9069,35.8727,35.8082,42.7379,42.5162,36.8834,36.6481,20.7669,20.6302
2024-07-17,33.0818,33.0223,36.053,35.9882,42.9636,42.7408,37.035,36.7988,20.9275,20.7899
2024-07-18,33.0975,33.038,36.1634,36.0984,43.1728,42.9489,37.3061,37.0682,21.1588,21.0196
2024-07-19,33.0985,33.0389,36.1794,36.1143,43.0671,42.8437,37.5277,37.2883,21.2173,21.0777
2024-07-22,33.0637,33.0042,35.9898,35.9251,42.7988,42.5768,37.283,37.0452,21.0621,20.9235
2024-07-23,33.0035,32.9441,35.9325,35.8679,42.7371,42.5155,37.2591,37.0215,21.1062,20.9674
2024-07-24,32.9398,32.8805,35.8088,35.7444,42.6115,42.3905,37.0714,36.8349,21.148,21.0089
2024-07-25,32.8698,32.8106,35.6297,35.5656,42.477,42.2567,37.0779,36.8414,21.3126,21.1724
2024-07-26,33.0427,32.9833,35.8404,35.7759,42.6399,42.4187,37.6373,37.3972,21.719,21.5761
2024-07-29,33.018,32.9586,35.8377,35.7732,42.5566,42.3359,37.481,37.2419,21.4624,21.3212
2024-07-30,33.0102,32.9509,35.7754,35.711,42.4461,42.2259,37.4055,37.1668,21.5363,21.3946
2024-07-31,33.0899,33.0304,35.8256,35.7612,42.6076,42.3866,37.421,37.1823,21.421,21.2801
2024-08-01,33.1431,33.0835,35.879,35.8145,42.615,42.394,37.7042,37.4636,22.0213,21.8764
