Tarih,TP_DK_USD_S_YTL,TP_DK_USD_A_YTL,TP_DK_EUR_S_YTL,TP_DK_EUR_A_YTL,TP_DK_GBP_S_YTL,TP_DK_GBP_A_YTL,TP_DK_CHF_S_YTL,TP_DK_CHF_A_YTL,TP_DK_JPY_S_YTL,TP_DK_JPY_A_YTL
2021-08-25,8.4283,8.4132,9.8906,9.8728,11.5822,11.5221,9.2529,9.1938,7.6974,7.6468
2021-08-26,8.3948,8.3797,9.8581,9.8404,11.5372,11.4774,9.2066,9.1479,7.6639,7.6135
2021-08-27,8.3729,8.3578,9.8529,9.8352,11.5245,11.4647,9.1579,9.0995,7.6201,7.57
2021-08-31,8.3903,8.3753,9.8671,9.8494,11.5228,11.4631,9.1666,9.1081,7.6386,7.5884
2021-09-01,8.3192,8.3043,9.8405,9.8228,11.4821,11.4225,9.1199,9.0617,7.5892,7.5393
2021-09-02,8.3025,8.2876,9.8086,9.791,11.4413,11.3819,9.0711,9.0132,7.5437,7.4941
2021-09-03,8.2782,8.2633,9.8087,9.7911,11.4342,11.3749,9.0642,9.0063,7.5434,7.4937
2021-09-06,8.3099,8.295,9.8669,9.8492,11.5117,11.452,9.1077,9.0496,7.5746,7.5248
2021-09-07,8.2916,8.2767,9.8376,9.8199,11.4964,11.4368,9.0744,9.0165,7.5645,7.5147
2021-09-08,8.313,8.2981,9.8684,9.8506,11.4999,11.4403,9.1134,9.0553,7.579,7.5291
2021-09-09,8.4214,8.4063,9.9573,9.9394,11.6103,11.5501,9.1705,9.112,7.6558,7.6054
2021-09-10,8.4808,8.4655,10.0322,10.0142,11.728,11.6671,9.2471,9.1881,7.7328,7.6819
2021-09-13,8.4195,8.4044,9.9658,9.9478,11.7007,11.64,9.2072,9.1485,7.6776,7.6271
2021-09-14,8.4593,8.4441,9.9675,9.9496,11.71,11.6493,9.1973,9.1386,7.7016,7.6509
2021-09-15,8.4466,8.4314,9.9795,9.9615,11.7294,11.6686,9.1853,9.1267,7.6927,7.6421
2021-09-16,8.4424,8.4272,9.9796,9.9616,11.6939,11.6333,9.218,9.1592,7.7389,7.688
2021-09-17,8.4554,8.4402,9.9561,9.9382,11.7083,11.6476,9.1764,9.1178,7.749,7.698
2021-09-20,8.5832,8.5678,10.1103,10.0921,11.8592,11.7976,9.2791,9.2199,7.8245,7.7731
2021-09-21,8.6804,8.6648,10.165,10.1467,11.8914,11.8298,9.3408,9.2813,7.9343,7.8821
2021-09-22,8.6456,8.6301,10.1454,10.1272,11.8489,11.7875,9.3626,9.3029,7.9117,7.8596
2021-09-23,8.6505,8.6349,10.1473,10.1291,11.8198,11.7585,9.3966,9.3366,7.9182,7.8661
2021-09-24,8.674,8.6584,10.1639,10.1456,11.8807,11.8191,9.4007,9.3407,7.9089,7.8569
2021-09-27,8.8399,8.824,10.3712,10.3526,12.1346,12.0717,9.5896,9.5285,8.0213,7.9685
2021-09-28,8.8514,8.8355,10.355,10.3364,12.1389,12.0759,9.5635,9.5025,8.0019,7.9493
2021-09-29,8.8745,8.8585,10.3672,10.3486,12.1315,12.0686,9.5841,9.523,7.9892,7.9366
2021-09-30,8.8592,8.8433,10.3321,10.3135,11.9914,11.9292,9.5555,9.4945,7.9752,7.9227
2021-10-01,8.8945,8.8785,10.3118,10.2933,11.9797,11.9175,9.5364,9.4755,7.9636,7.9112
2021-10-04,8.8628,8.8469,10.2669,10.2484,11.9771,11.915,9.5348,9.474,7.9921,7.9396
2021-10-05,8.8682,8.8522,10.3008,10.2822,12.0597,11.9972,9.5707,9.5097,7.9964,7.9438
2021-10-06,8.8603,8.8444,10.2768,10.2583,12.0851,12.0225,9.5831,9.522,7.9888,7.9363
2021-10-07,8.9226,8.9065,10.3062,10.2876,12.1273,12.0644,9.6174,9.5561,8.0183,7.9655
2021-10-08,8.8769,8.8609,10.2654,10.2469,12.0879,12.0252,9.6021,9.5408,7.9888,7.9363
2021-10-11,8.9142,8.8982,10.3018,10.2832,12.1534,12.0904,9.6124,9.551,7.9873,7.9347
2021-10-12,8.9528,8.9367,10.3584,10.3398,12.2323,12.1689,9.6815,9.6198,7.9507,7.8984
2021-10-13,9.0158,8.9996,10.4213,10.4026,12.2874,12.2237,9.7419,9.6797,7.9768,7.9243
2021-10-14,9.0384,9.0222,10.4455,10.4268,12.3343,12.2703,9.7592,9.6969,7.9788,7.9263
2021-10-15,9.158,9.1416,10.6311,10.612,12.5751,12.5098,9.9704,9.9068,8.095,8.0417
2021-10-18,9.2159,9.1993,10.6978,10.6785,12.6729,12.6071,10.0033,9.9394,8.0861,8.033
2021-10-19,9.2834,9.2667,10.7568,10.7375,12.7705,12.7042,10.0517,9.9876,8.1378,8.0842
2021-10-20,9.3012,9.2845,10.8432,10.8237,12.8595,12.7928,10.1387,10.074,8.1738,8.1201
2021-10-21,9.3307,9.314,10.8503,10.8308,12.8689,12.8022,10.1201,10.0556,8.1744,8.1206
2021-10-22,9.3024,9.2857,10.8303,10.8108,12.8657,12.799,10.143,10.0783,8.1754,8.1216
2021-10-25,9.6033,9.586,11.1767,11.1566,13.2678,13.199,10.4962,10.4293,8.4523,8.3967
2021-10-26,9.7537,9.7362,11.3487,11.3283,13.4512,13.3814,10.6482,10.5803,8.6018,8.5452
2021-10-27,9.4745,9.4575,11.001,10.9812,13.0907,13.0228,10.3158,10.25,8.3316,8.2768
2021-10-28,9.4984,9.4813,11.0179,10.998,13.0701,13.0023,10.3629,10.2968,8.3701,8.315
2021-11-01,9.4984,9.4813,11.0179,10.998,13.0701,13.0023,10.3629,10.2968,8.3701,8.315
2021-11-02,9.5458,9.5287,11.0415,11.0216,13.0621,12.9943,10.4511,10.3844,8.3724,8.3174
2021-11-03,9.5342,9.5171,11.0612,11.0413,13.032,12.9644,10.4865,10.4196,8.4127,8.3574
2021-11-04,9.6744,9.657,11.2094,11.1892,13.2084,13.1399,10.6288,10.561,8.5177,8.4616
2021-11-05,9.7059,9.6884,11.2192,11.199,13.2644,13.1956,10.6509,10.5829,8.5312,8.4751
2021-11-08,9.7175,9.7,11.2197,11.1995,13.1034,13.0355,10.6492,10.5813,8.5608,8.5045
2021-11-09,9.7022,9.6848,11.2215,11.2013,13.1114,13.0434,10.6338,10.566,8.5693,8.5129
2021-11-10,9.7204,9.7029,11.2672,11.2469,13.2198,13.1513,10.6694,10.6013,8.6312,8.5745
2021-11-11,9.7988,9.7812,11.336,11.3156,13.2883,13.2194,10.7588,10.6901,8.6821,8.625
2021-11-12,9.9349,9.917,11.393,11.3726,13.3337,13.2646,10.8255,10.7565,8.7346,8.6771
2021-11-15,9.9283,9.9105,11.3653,11.3448,13.3177,13.2486,10.7906,10.7218,8.7243,8.6669
2021-11-16,9.9984,9.9804,11.4488,11.4282,13.4456,13.3758,10.892,10.8225,8.7993,8.7414
2021-11-17,10.1854,10.1671,11.5814,11.5606,13.7253,13.6541,11.0186,10.9483,8.9389,8.8801
2021-11-18,10.418,10.3993,11.7839,11.7627,14.0294,13.9566,11.2151,11.1436,9.0947,9.0349
2021-11-19,10.7155,10.6963,12.1443,12.1224,14.4862,14.4111,11.581,11.5071,9.4095,9.3476
2021-11-22,11.0465,11.0266,12.504,12.4815,14.8927,14.8155,11.9479,11.8716,9.6998,9.636
2021-11-23,11.1913,11.1712,12.6165,12.5938,15.0586,14.9805,12.0771,12.0001,9.8265,9.7618
2021-11-24,12.1775,12.1556,13.7035,13.6789,16.3178,16.2331,13.1003,13.0167,10.6304,10.5604
2021-11-25,12.6309,12.6082,14.1779,14.1524,16.9121,16.8244,13.5421,13.4557,11.0108,10.9383
2021-11-26,12.0217,12.0001,13.4883,13.464,16.0582,15.9749,12.907,12.8247,10.4456,10.3769
2021-11-29,12.1004,12.0786,13.6216,13.5971,16.1365,16.0528,13.0716,12.9882,10.6244,10.5545
2021-11-30,12.6823,12.6595,14.305,14.2793,16.9466,16.8587,13.7336,13.646,11.21,11.1362
2021-12-01,12.962,12.9387,14.7062,14.6798,17.3253,17.2354,14.1303,14.0402,11.4977,11.4221
2021-12-02,13.3603,13.3363,15.1321,15.1049,17.8183,17.7259,14.5565,14.4636,11.8033,11.7257
2021-12-03,13.4309,13.4067,15.2112,15.1838,17.9049,17.812,14.6235,14.5302,11.8999,11.8216
2021-12-06,13.7048,13.6801,15.4826,15.4548,18.2298,18.1352,14.9202,14.825,12.1215,12.0418
2021-12-07,13.7988,13.774,15.5783,15.5503,18.317,18.222,15.0014,14.9057,12.2205,12.1401
2021-12-08,13.6913,13.6667,15.4378,15.4101,18.1936,18.0992,14.8458,14.7511,12.0767,11.9973
2021-12-09,13.6486,13.6241,15.4031,15.3754,18.0949,18.001,14.8031,14.7086,12.0532,11.9739
2021-12-10,13.7679,13.7432,15.5858,15.5577,18.2032,18.1087,14.9748,14.8793,12.1555,12.0755
2021-12-13,13.8596,13.8346,15.6375,15.6094,18.3338,18.2387,15.029,14.9331,12.2225,12.1421
2021-12-14,14.2721,14.2465,16.0953,16.0663,18.9285,18.8303,15.4856,15.3868,12.5909,12.5081
2021-12-15,14.2,14.1745,16.0384,16.0096,18.8097,18.7122,15.4507,15.3521,12.5278,12.4454
2021-12-16,14.6613,14.635,16.5237,16.494,19.4757,19.3747,15.8975,15.7961,12.9207,12.8357
2021-12-17,15.2392,15.2118,17.2267,17.1957,20.2695,20.1644,16.5297,16.4242,13.3829,13.2948
2021-12-20,16.3652,16.3358,18.5377,18.5044,21.8177,21.7046,17.8524,17.7385,14.4459,14.3509
2021-12-21,17.5046,17.4731,19.7143,19.6788,23.1535,23.0334,18.9946,18.8734,15.4571,15.3555
2021-12-22,13.0461,13.0226,14.7289,14.7024,17.2981,17.2084,14.1947,14.1042,11.504,11.4283
2021-12-23,12.476,12.4535,14.0736,14.0483,16.6023,16.5162,13.5294,13.4431,10.9473,10.8753
2021-12-24,11.4714,11.4508,12.9917,12.9683,15.3893,15.3095,12.4969,12.4172,10.0616,9.9954
2021-12-27,11.7489,11.7278,13.3166,13.2926,15.7803,15.6985,12.8356,12.7537,10.2962,10.2285
2021-12-28,11.4105,11.39,12.9135,12.8903,15.3207,15.2412,12.4423,12.3629,9.9811,9.9154
2021-12-29,11.8515,11.8302,13.4241,13.4,15.9593,15.8766,12.9549,12.8722,10.3449,10.2769
2021-12-30,12.2439,12.2219,13.8259,13.8011,16.4654,16.38,13.3622,13.2769,10.6773,10.6071
2021-12-31,13.0009,12.9775,14.7088,14.6823,17.544,17.453,14.2114,14.1207,11.3179,11.2434
2022-01-03,13.353,13.329,15.1139,15.0867,18.0604,17.9667,14.6537,14.5602,11.6267,11.5502
2022-01-04,13.4463,13.4221,15.2616,15.2342,18.1999,18.1055,14.7626,14.6684,11.6998,11.6229
2022-01-05,13.211,13.1873,14.917,14.8902,17.8545,17.7619,14.4188,14.3268,11.4283,11.3531
2022-01-06,13.3928,13.3687,15.1409,15.1137,18.1611,18.0669,14.6639,14.5704,11.5859,11.5097
2022-01-07,13.6598,13.6352,15.4383,15.4105,18.4929,18.397,14.9006,14.8056,11.8215,11.7437
2022-01-10,13.7774,13.7526,15.5781,15.5501,18.6958,18.5989,14.9895,14.8939,11.9213,11.8429
2022-01-11,13.7442,13.7195,15.5723,15.5443,18.7042,18.6072,14.9547,14.8593,11.9148,11.8364
2022-01-12,13.7562,13.7314,15.597,15.5689,18.739,18.6418,14.8904,14.7954,11.9554,11.8768
2022-01-13,13.7456,13.7209,15.6189,15.5908,18.7673,18.67,14.9159,14.8207,11.9413,11.8627
2022-01-14,13.5644,13.54,15.5457,15.5177,18.6566,18.5599,14.8906,14.7956,11.8732,11.7951
2022-01-17,13.5298,13.5054,15.5078,15.4799,18.6066,18.5101,14.8892,14.7942,11.9118,11.8335
2022-01-18,13.5031,13.4788,15.4217,15.394,18.498,18.4021,14.8115,14.717,11.8254,11.7476
2022-01-19,13.5352,13.5109,15.4227,15.395,18.4777,18.3819,14.8297,14.7351,11.8226,11.7448
2022-01-20,13.5947,13.5703,15.4125,15.3848,18.5348,18.4387,14.8778,14.7829,11.9074,11.8291
2022-01-21,13.4673,13.4431,15.2852,15.2577,18.3775,18.2821,14.7486,14.6545,11.8078,11.7302
2022-01-24,13.4261,13.402,15.2166,15.1892,18.2521,18.1574,14.7308,14.6368,11.8156,11.7379
2022-01-25,13.4087,13.3846,15.1779,15.1506,18.1636,18.0694,14.7281,14.6342,11.8199,11.7421
2022-01-26,13.5243,13.5,15.27,15.2425,18.2543,18.1596,14.7615,14.6673,11.8948,11.8166
2022-01-27,13.5272,13.5029,15.2678,15.2404,18.3011,18.2062,14.738,14.6439,11.884,11.8058
2022-01-28,13.6177,13.5932,15.2433,15.2159,18.2995,18.2046,14.7213,14.6274,11.8746,11.7965
2022-01-31,13.6311,13.6066,15.1809,15.1536,18.2809,18.1861,14.6702,14.5766,11.8214,11.7437
2022-02-01,13.4257,13.4015,14.9946,14.9676,18.062,17.9683,14.4338,14.3417,11.6559,11.5792
2022-02-02,13.391,13.367,15.0774,15.0503,18.0846,17.9908,14.5388,14.446,11.6904,11.6135
2022-02-03,13.4529,13.4287,15.1926,15.1653,18.2482,18.1535,14.6543,14.5608,11.7769,11.6994
2022-02-04,13.5787,13.5543,15.3278,15.3002,18.4381,18.3425,14.7681,14.6739,11.8676,11.7896
2022-02-07,13.558,13.5336,15.5441,15.5162,18.4347,18.3391,14.7428,14.6487,11.8187,11.7409
2022-02-08,13.5673,13.5429,15.509,15.4812,18.376,18.2807,14.7069,14.6131,11.8142,11.7364
2022-02-09,13.6406,13.616,15.5692,15.5412,18.502,18.4061,14.7974,14.703,11.8506,11.7727
2022-02-10,13.5919,13.5675,15.5281,15.5002,18.4723,18.3765,14.746,14.6519,11.8035,11.7258
2022-02-11,13.5566,13.5322,15.4991,15.4713,18.4106,18.3151,14.7074,14.6135,11.7439,11.6666
2022-02-14,13.5176,13.4933,15.3951,15.3674,18.3495,18.2544,14.6076,14.5144,11.6781,11.6012
2022-02-15,13.5622,13.5378,15.3546,15.327,18.3681,18.2728,14.7015,14.6077,11.8002,11.7226
2022-02-16,13.6277,13.6032,15.4496,15.4218,18.4901,18.3942,14.7756,14.6813,11.8247,11.7469
2022-02-17,13.6399,13.6154,15.5207,15.4927,18.528,18.4319,14.7828,14.6885,11.8202,11.7425
2022-02-18,13.628,13.6035,15.4899,15.462,18.5639,18.4676,14.8215,14.7269,11.8638,11.7857
2022-02-21,13.6363,13.6118,15.5024,15.4745,18.6068,18.5103,14.842,14.7473,11.8689,11.7909
2022-02-22,13.6369,13.6123,15.4929,15.4651,18.6176,18.521,14.8807,14.7858,11.8966,11.8183
2022-02-23,13.7695,13.7447,15.5928,15.5648,18.7214,18.6243,15.035,14.9391,12.0178,11.9387
2022-02-24,13.8097,13.7849,15.664,15.6358,18.8129,18.7153,15.0384,14.9424,12.0283,11.9491
2022-02-25,14.258,14.2324,15.9914,15.9627,19.2078,19.1082,15.5145,15.4155,12.4659,12.3839
2022-02-28,14.0648,14.0395,15.738,15.7097,18.8673,18.7694,15.2355,15.1383,12.2242,12.1438
2022-03-01,13.8535,13.8286,15.5002,15.4724,18.5703,18.474,15.0318,14.9359,12.0188,11.9398
2022-03-02,13.9104,13.8854,15.5836,15.5556,18.693,18.5961,15.1983,15.1013,12.1345,12.0547
2022-03-03,14.0639,14.0386,15.601,15.5729,18.7465,18.6493,15.3405,15.2426,12.2373,12.1568
2022-03-04,14.1374,14.112,15.6803,15.6521,18.9591,18.8607,15.4069,15.3086,12.2446,12.1641
2022-03-07,14.2021,14.1766,15.6298,15.6017,18.9382,18.84,15.496,15.3971,12.3347,12.2535
2022-03-08,14.327,14.3012,15.5589,15.5309,18.9159,18.8178,15.5551,15.4558,12.4847,12.4026
2022-03-09,14.4989,14.4728,15.7786,15.7502,19.0425,18.9437,15.6792,15.5792,12.5778,12.495
2022-03-10,14.6324,14.6061,16.0207,15.9918,19.2574,19.1576,15.7987,15.6979,12.6607,12.5774
2022-03-11,14.77,14.7435,16.3135,16.2842,19.4854,19.3844,15.9724,15.8705,12.7686,12.6846
2022-03-14,14.9311,14.9042,16.4053,16.3758,19.567,19.4655,16.0724,15.9698,12.8075,12.7233
2022-03-15,14.789,14.7624,16.1918,16.1627,19.3107,19.2105,15.8503,15.7492,12.5775,12.4947
2022-03-16,14.7769,14.7503,16.2462,16.217,19.2977,19.1976,15.7734,15.6728,12.5526,12.47
2022-03-17,14.7022,14.6758,16.1545,16.1254,19.2366,19.1368,15.6719,15.5719,12.4576,12.3756
2022-03-18,14.6961,14.6697,16.2357,16.2065,19.4049,19.3043,15.6669,15.5669,12.414,12.3324
2022-03-21,14.7906,14.764,16.3555,16.3261,19.4734,19.3724,15.8425,15.7414,12.4651,12.3831
2022-03-22,14.8427,14.816,16.3963,16.3668,19.5468,19.4454,15.9649,15.8631,12.4791,12.3971
2022-03-23,14.8308,14.8041,16.3028,16.2734,19.5745,19.473,15.8923,15.7909,12.3217,12.2407
2022-03-24,14.833,14.8063,16.3279,16.2985,19.666,19.564,15.9048,15.8034,12.2897,12.2089
2022-03-25,14.8501,14.8234,16.3118,16.2825,19.6126,19.5109,15.9593,15.8575,12.2385,12.158
2022-03-28,14.8334,14.8068,16.343,16.3136,19.593,19.4913,16.0413,15.939,12.2198,12.1394
2022-03-29,14.8488,14.8221,16.2913,16.262,19.5511,19.4497,15.9103,15.8088,11.9943,11.9154
2022-03-30,14.8199,14.7933,16.3411,16.3117,19.44,19.3392,15.8784,15.7771,12.0178,11.9388
2022-03-31,14.6722,14.6458,16.338,16.3086,19.313,19.2129,15.8683,15.7671,12.072,11.9926
2022-04-01,14.6635,14.6371,16.3148,16.2855,19.2807,19.1807,15.8969,15.7954,12.0705,11.9911
2022-04-04,14.6873,14.6609,16.2437,16.2145,19.3163,19.2161,15.9342,15.8325,12.0177,11.9387
2022-04-05,14.7127,14.6862,16.2087,16.1796,19.3259,19.2257,15.9139,15.8124,12.0213,11.9422
2022-04-06,14.722,14.6955,16.1552,16.1262,19.364,19.2635,15.9411,15.8394,12.0146,11.9356
2022-04-07,14.7441,14.7176,16.0833,16.0543,19.3207,19.2205,15.8357,15.7347,11.9303,11.8518
2022-04-08,14.7555,14.7289,16.0812,16.0523,19.3345,19.2342,15.8523,15.7511,11.9475,11.8689
2022-04-11,14.7478,14.7213,16.03,16.0012,19.2644,19.1645,15.8107,15.7099,11.9125,11.8342
2022-04-12,14.7427,14.7162,16.0787,16.0497,19.2415,19.1417,15.8102,15.7093,11.7826,11.705
2022-04-13,14.6897,14.6633,15.9617,15.933,19.1475,19.0482,15.7826,15.6819,11.7243,11.6472
2022-04-14,14.5866,14.5604,15.7997,15.7713,18.9949,18.8964,15.669,15.569,11.602,11.5257
2022-04-15,14.6196,14.5933,15.9401,15.9114,19.232,19.1323,15.6733,15.5733,11.6929,11.6159
2022-04-18,14.6444,14.6181,15.8341,15.8056,19.17,19.0706,15.5778,15.4785,11.6054,11.529
2022-04-19,14.6515,14.6252,15.8196,15.7912,19.1104,19.0113,15.5627,15.4634,11.6002,11.5239
2022-04-20,14.6607,14.6343,15.8295,15.801,19.1253,19.0261,15.5289,15.4298,11.4589,11.3835
2022-04-21,14.6688,14.6424,15.8919,15.8633,19.15,19.0507,15.4995,15.4007,11.4655,11.3901
2022-04-22,14.6869,14.6605,16.0197,15.9909,19.2185,19.1189,15.5308,15.4317,11.4944,11.4188
2022-04-25,14.7333,14.7068,15.9304,15.9017,19.0483,18.9495,15.4638,15.3652,11.5167,11.4409
2022-04-26,14.7705,14.7439,15.8547,15.8262,18.8431,18.7454,15.4516,15.353,11.5523,11.4763
2022-04-27,14.7936,14.767,15.8063,15.7779,18.8417,18.744,15.4635,15.3648,11.6045,11.5282
2022-04-28,14.8229,14.7962,15.7224,15.6941,18.6664,18.5696,15.3979,15.2997,11.6109,11.5345
2022-04-29,14.8064,14.7798,15.5728,15.5448,18.5479,18.4517,15.2757,15.1782,11.3592,11.2845
2022-05-05,14.8118,14.7852,15.642,15.6139,18.6283,18.5317,15.3066,15.2089,11.4092,11.3342
2022-05-06,14.858,14.8313,15.7337,15.7054,18.6394,18.5428,15.2312,15.134,11.4799,11.4044
2022-05-09,14.9247,14.8978,15.743,15.7147,18.4349,18.3393,15.1818,15.0849,11.4673,11.3919
2022-05-10,15.001,14.974,15.7871,15.7587,18.495,18.399,15.1426,15.046,11.4642,11.3888
2022-05-11,15.2199,15.1926,16.0663,16.0374,18.8026,18.7051,15.3434,15.2455,11.7171,11.64
2022-05-12,15.3157,15.2882,16.1621,16.133,18.9545,18.8562,15.498,15.3992,11.8176,11.7399
2022-05-13,15.3802,15.3526,16.0643,16.0354,18.7892,18.6918,15.4789,15.3802,11.972,11.8932
2022-05-16,15.4656,15.4378,16.0744,16.0455,18.902,18.804,15.4912,15.3924,12.031,11.9518
2022-05-17,15.5919,15.5639,16.2458,16.2166,19.1159,19.0167,15.5577,15.4585,12.0881,12.0086
2022-05-18,15.8171,15.7886,16.5926,16.5628,19.7229,19.6206,15.909,15.8075,12.2593,12.1787
2022-05-20,15.9492,15.9205,16.7727,16.7425,19.8211,19.7183,16.0381,15.9358,12.3738,12.2924
2022-05-23,15.9536,15.9249,16.8786,16.8483,19.9406,19.8372,16.4495,16.3445,12.4939,12.4117
2022-05-24,15.878,15.8494,16.9002,16.8698,19.9938,19.8901,16.4285,16.3237,12.4734,12.3913
2022-05-25,16.1135,16.0846,17.2565,17.2255,20.2165,20.1116,16.7465,16.6396,12.6758,12.5925
2022-05-26,16.2963,16.267,17.3973,17.366,20.4314,20.3254,16.9618,16.8536,12.8553,12.7707
2022-05-27,16.3975,16.3681,17.5417,17.5101,20.6794,20.5722,17.1208,17.0115,12.9594,12.8742
2022-05-30,16.3773,16.3479,17.5585,17.527,20.691,20.5837,17.1138,17.0046,12.9217,12.8367
2022-05-31,16.3857,16.3562,17.6336,17.6019,20.7414,20.6338,17.1465,17.0371,12.9007,12.8159
2022-06-01,16.4171,16.3876,17.6019,17.5702,20.7195,20.612,17.1353,17.026,12.8592,12.7746
2022-06-02,16.4423,16.4127,17.6233,17.5916,20.7311,20.6236,17.1432,17.0339,12.7336,12.6498
2022-06-03,16.4686,16.439,17.6017,17.57,20.6855,20.5782,17.1983,17.0885,12.7181,12.6344
2022-06-06,16.5062,16.4765,17.7385,17.7066,20.7837,20.6759,17.26,17.1499,12.7249,12.6412
2022-06-07,16.5887,16.5588,17.8105,17.7785,20.8664,20.7582,17.2948,17.1845,12.7252,12.6415
2022-06-08,16.7385,16.7084,17.873,17.8408,20.9409,20.8323,17.1925,17.0828,12.6364,12.5533
2022-06-09,17.1232,17.0925,18.326,18.2931,21.5163,21.4047,17.5717,17.4596,12.833,12.7486
2022-06-10,17.2295,17.1985,18.4633,18.43,21.612,21.4999,17.6544,17.5418,12.9287,12.8436
2022-06-13,17.0896,17.0589,18.125,18.0924,21.333,21.2223,17.4735,17.3621,12.8015,12.7173
2022-06-14,17.2654,17.2344,18.0678,18.0353,21.1237,21.0141,17.4359,17.3246,12.866,12.7814
2022-06-15,17.2653,17.2343,18.0379,18.0055,20.9728,20.864,17.4355,17.3242,12.8796,12.7948
2022-06-16,17.2879,17.2568,18.1144,18.0818,20.9094,20.801,17.3577,17.247,12.8799,12.7952
2022-06-17,17.3191,17.288,18.0164,17.984,21.0383,20.9292,17.655,17.5423,13.009,12.9234
2022-06-20,17.3216,17.2905,18.2057,18.173,21.3254,21.2148,17.9883,17.8736,12.904,12.8191
2022-06-21,17.3425,17.3113,18.2547,18.2219,21.2714,21.1611,18.0142,17.8993,12.8944,12.8096
2022-06-22,17.348,17.3168,18.3128,18.2799,21.3535,21.2428,18.0,17.8851,12.8319,12.7475
2022-06-23,17.3613,17.3301,18.247,18.2142,21.2698,21.1595,18.0033,17.8884,12.7787,12.6946
2022-06-24,17.3782,17.347,18.2784,18.2455,21.2534,21.1432,18.0454,17.9303,12.8578,12.7732
2022-06-27,17.3791,17.3478,18.3083,18.2753,21.3805,21.2696,18.1694,18.0535,12.9142,12.8293
2022-06-28,16.676,16.646,17.6375,17.6057,20.5311,20.4246,17.4468,17.3354,12.3658,12.2845
2022-06-29,16.6488,16.6189,17.6175,17.5858,20.4503,20.3442,17.4677,17.3563,12.2826,12.2018
2022-06-30,16.6991,16.669,17.5536,17.5221,20.3583,20.2527,17.5416,17.4297,12.2828,12.202
2022-07-01,16.6914,16.6614,17.4014,17.3701,20.2804,20.1752,17.4813,17.3698,12.277,12.1962
2022-07-04,16.7456,16.7155,17.5018,17.4703,20.2682,20.1631,17.5067,17.395,12.4027,12.3211
2022-07-05,16.8237,16.7935,17.5638,17.5322,20.4371,20.3311,17.572,17.4599,12.4553,12.3734
2022-07-06,16.9674,16.9369,17.5351,17.5036,20.4799,20.3737,17.6519,17.5392,12.5061,12.4238
2022-07-07,17.2128,17.1818,17.61,17.5783,20.588,20.4812,17.79,17.6766,12.7493,12.6654
2022-07-08,17.2912,17.2601,17.6305,17.5988,20.7343,20.6267,17.8355,17.7217,12.7491,12.6652
2022-07-13,17.2912,17.2601,17.6305,17.5988,20.7343,20.6267,17.8355,17.7217,12.7491,12.6652
2022-07-14,17.4226,17.3913,17.5007,17.4693,20.7838,20.676,17.8451,17.7313,12.7391,12.6553
2022-07-18,17.4896,17.4581,17.5292,17.4977,20.7513,20.6437,17.818,17.7043,12.6165,12.5335
2022-07-19,17.495,17.4635,17.7402,17.7083,20.9515,20.8428,17.973,17.8583,12.6903,12.6068
2022-07-20,17.5741,17.5425,17.9883,17.9559,21.1438,21.0342,18.1593,18.0434,12.7981,12.7139
2022-07-21,17.5922,17.5605,17.9873,17.9549,21.1406,21.0309,18.1881,18.0721,12.7622,12.6782
2022-07-22,17.6599,17.6282,17.9984,17.966,21.1381,21.0285,18.199,18.0829,12.7716,12.6876
2022-07-25,17.7429,17.711,18.0412,18.0087,21.2484,21.1382,18.3944,18.277,12.9424,12.8573
2022-07-26,17.8331,17.8011,18.2255,18.1927,21.4876,21.3762,18.5447,18.4264,13.1026,13.0164
2022-07-27,17.8656,17.8335,18.1927,18.16,21.5093,21.3977,18.558,18.4396,13.1069,13.0207
2022-07-28,17.9023,17.8701,18.1613,18.1286,21.6232,21.5111,18.6515,18.5326,13.1151,13.0288
2022-07-29,17.9367,17.9044,18.2504,18.2176,21.833,21.7198,18.7313,18.6118,13.267,13.1797
2022-08-01,17.9261,17.8939,18.3307,18.2977,21.8805,21.767,18.865,18.7446,13.5037,13.4148
2022-08-02,17.9577,17.9254,18.3975,18.3644,21.9871,21.8731,18.9489,18.8281,13.6044,13.5149
2022-08-03,17.965,17.9327,18.3833,18.3502,21.9713,21.8574,18.9132,18.7925,13.7576,13.6671
2022-08-04,17.9681,17.9358,18.2922,18.2593,21.9223,21.8086,18.7832,18.6634,13.5155,13.4266
2022-08-05,17.9673,17.935,18.2946,18.2617,21.875,21.7615,18.7488,18.6292,13.428,13.3397
2022-08-08,17.9685,17.9362,18.3845,18.3515,21.8623,21.7489,18.845,18.7248,13.5282,13.4392
2022-08-09,17.9716,17.9393,18.3179,18.285,21.7804,21.6674,18.7986,18.6786,13.3424,13.2547
2022-08-10,17.9642,17.9319,18.3659,18.3329,21.7806,21.6676,18.8874,18.7669,13.3465,13.2587
2022-08-11,17.9631,17.9308,18.3742,18.3411,21.7631,21.6503,18.943,18.8222,13.3427,13.2549
2022-08-12,17.9679,17.9356,18.5597,18.5263,21.9966,21.8826,19.1482,19.0261,13.5893,13.4999
2022-08-15,17.9689,17.9366,18.502,18.4687,21.8895,21.776,19.1174,18.9954,13.4962,13.4074
2022-08-16,17.9734,17.9411,18.3568,18.3238,21.764,21.6511,19.0719,18.9502,13.5095,13.4206
2022-08-17,17.9744,17.942,18.2285,18.1958,21.6656,21.5532,18.9875,18.8664,13.4496,13.3612
